Year,Month,Brand,Quantity,Pct
2014,Februray,BMW,896,8
2014,Februray,Nissan,861,7.7
2014,Februray,Volvo,723,6.4
2014,Februray,Peugeot,608,5.4
2014,Februray,Skoda,566,5
2014,Februray,Audi,543,4.8
2014,Februray,Ford,524,4.7
2014,Februray,Mercedes-Benz,495,4.4
2014,Februray,Mitsubishi,451,4
2014,Februray,Tesla,431,3.8
2014,Februray,Mazda,372,3.3
2014,Februray,Kia,335,3
2014,Februray,Opel,293,2.6
2014,Februray,Suzuki,288,2.6
2014,Februray,Hyundai,211,1.9
2014,Februray,Subaru,200,1.8
2014,Februray,Honda,175,1.6
2014,Februray,Citroen,168,1.5
2014,Februray,Land Rover,68,0.6
2014,Februray,Chevrolet,60,0.5
2014,Februray,Renault,59,0.5
2014,Februray,MINI,58,0.5
2014,Februray,Lexus,47,0.4
2014,Februray,Fiat,29,0.3
2014,Februray,Porsche,16,0.1
2014,Februray,Dacia,11,0.1
2014,Februray,Jeep,8,0.1
2014,Februray,Jaguar,6,0.1
2014,Februray,Alfa Romeo,5,0
2014,Februray,Nilsson,4,0
2014,Februray,Smart,2,0
2014,Februray,Maserati,2,0
2014,March,Volkswagen,1722,12.4
2014,March,Tesla,1493,10.8
2014,March,Toyota,1441,10.4
2014,March,BMW,1016,7.3
2014,March,Nissan,924,6.7
2014,March,Volvo,915,6.6
2014,March,Ford,700,5.1
2014,March,Audi,570,4.1
2014,March,Mitsubishi,560,4
2014,March,Mazda,555,4
2014,March,Skoda,543,3.9
2014,March,Mercedes-Benz,523,3.8
2014,March,Peugeot,490,3.5
2014,March,Opel,334,2.4
2014,March,Kia,307,2.2
2014,March,Citroen,270,1.9
2014,March,Renault,240,1.7
2014,March,Suzuki,238,1.7
2014,March,Subaru,236,1.7
2014,March,Honda,236,1.7
2014,March,Hyundai,195,1.4
2014,March,Land Rover,92,0.7
2014,March,MINI,79,0.6
2014,March,Chevrolet,49,0.4
2014,March,Fiat,38,0.3
2014,March,Lexus,35,0.3
2014,March,Dacia,23,0.2
2014,March,Porsche,17,0.1
2014,March,Alfa Romeo,11,0.1
2014,March,Jaguar,4,0
2014,March,Jeep,4,0
2014,March,Maserati,1,0
2014,April,Volkswagen,1893,15.6
2014,April,Toyota,1229,10.1
2014,April,BMW,946,7.8
2014,April,Nissan,859,7.1
2014,April,Volvo,816,6.7
2014,April,Ford,803,6.6
2014,April,Audi,704,5.8
2014,April,Skoda,672,5.5
2014,April,Mercedes-Benz,546,4.5
2014,April,Peugeot,531,4.4
2014,April,Mitsubishi,498,4.1
2014,April,Mazda,390,3.2
2014,April,Kia,384,3.2
2014,April,Suzuki,237,2
2014,April,Opel,227,1.9
2014,April,Subaru,213,1.8
2014,April,Hyundai,200,1.7
2014,April,Honda,188,1.6
2014,April,Tesla,171,1.4
2014,April,Citroen,164,1.4
2014,April,Renault,144,1.2
2014,April,MINI,82,0.7
2014,April,Porsche,45,0.4
2014,April,Land Rover,43,0.4
2014,April,Lexus,43,0.4
2014,April,Fiat,36,0.3
2014,April,Chevrolet,25,0.2
2014,April,Dacia,11,0.1
2014,April,Alfa Romeo,6,0
2014,April,Jeep,6,0
2014,April,Jaguar,3,0
2014,May,Volkswagen,1716,13.9
2014,May,Toyota,1458,11.8
2014,May,Volvo,859,7
2014,May,Nissan,766,6.2
2014,May,BMW,733,5.9
2014,May,Audi,721,5.8
2014,May,Skoda,692,5.6
2014,May,Ford,626,5.1
2014,May,Mazda,575,4.7
2014,May,Mercedes-Benz,555,4.5
2014,May,Peugeot,474,3.8
2014,May,Mitsubishi,440,3.6
2014,May,Kia,426,3.5
2014,May,Tesla,373,3
2014,May,Citroen,288,2.3
2014,May,Opel,275,2.2
2014,May,Hyundai,270,2.2
2014,May,Honda,235,1.9
2014,May,Suzuki,230,1.9
2014,May,Subaru,159,1.3
2014,May,Renault,116,0.9
2014,May,MINI,72,0.6
2014,May,Lexus,57,0.5
2014,May,Porsche,56,0.5
2014,May,Fiat,50,0.4
2014,May,Land Rover,33,0.3
2014,May,Chevrolet,29,0.2
2014,May,Dacia,18,0.1
2014,May,Jeep,13,0.1
2014,May,Alfa Romeo,8,0.1
2014,May,Nilsson,5,0
2014,May,Jaguar,4,0
2014,May,Maserati,2,0
2014,May,Smart,1,0
2014,May,Cadillac,1,0
2014,May,Morgan,1,0
2014,June,Volkswagen,1620,14.2
2014,June,Toyota,1306,11.4
2014,June,Volvo,852,7.4
2014,June,Ford,787,6.9
2014,June,BMW,644,5.6
2014,June,Nissan,586,5.1
2014,June,Skoda,577,5
2014,June,Audi,548,4.8
2014,June,Tesla,536,4.7
2014,June,Peugeot,515,4.5
2014,June,Mazda,491,4.3
2014,June,Mercedes-Benz,450,3.9
2014,June,Mitsubishi,399,3.5
2014,June,Kia,375,3.3
2014,June,Citroen,303,2.6
2014,June,Opel,241,2.1
2014,June,Honda,229,2
2014,June,Hyundai,223,1.9
2014,June,Suzuki,167,1.5
2014,June,Subaru,147,1.3
2014,June,Renault,120,1
2014,June,MINI,78,0.7
2014,June,Porsche,49,0.4
2014,June,Lexus,39,0.3
2014,June,Jeep,39,0.3
2014,June,Land Rover,35,0.3
2014,June,Fiat,35,0.3
2014,June,Chevrolet,29,0.3
2014,June,Dacia,10,0.1
2014,June,Alfa Romeo,4,0
2014,June,Maserati,3,0
2014,June,Jaguar,2,0
2014,June,Smart,1,0
2014,June,Iveco,1,0
2014,July,Volkswagen,2197,18.8
2014,July,Toyota,1270,10.9
2014,July,Volvo,930,8
2014,July,Nissan,677,5.8
2014,July,BMW,670,5.7
2014,July,Ford,645,5.5
2014,July,Skoda,632,5.4
2014,July,Audi,609,5.2
2014,July,Mazda,565,4.8
2014,July,Mercedes-Benz,542,4.6
2014,July,Mitsubishi,438,3.7
2014,July,Peugeot,432,3.7
2014,July,Kia,397,3.4
2014,July,Opel,239,2
2014,July,Suzuki,219,1.9
2014,July,Citroen,195,1.7
2014,July,Subaru,177,1.5
2014,July,Hyundai,159,1.4
2014,July,Honda,138,1.2
2014,July,Renault,130,1.1
2014,July,Tesla,114,1
2014,July,MINI,79,0.7
2014,July,Lexus,43,0.4
2014,July,Chevrolet,37,0.3
2014,July,Porsche,34,0.3
2014,July,Land Rover,29,0.2
2014,July,Fiat,29,0.2
2014,July,Jeep,29,0.2
2014,July,Dacia,14,0.1
2014,July,Alfa Romeo,12,0.1
2014,July,Jaguar,3,0
2014,July,Maserati,2,0
2014,July,Tazzari,2,0
2014,July,Smart,1,0
2014,July,Ferrari,1,0
2014,August,Volkswagen,2065,18
2014,August,Toyota,1233,10.8
2014,August,BMW,816,7.1
2014,August,Nissan,750,6.6
2014,August,Skoda,653,5.7
2014,August,Peugeot,642,5.6
2014,August,Volvo,614,5.4
2014,August,Ford,604,5.3
2014,August,Mazda,600,5.2
2014,August,Audi,575,5
2014,August,Mitsubishi,457,4
2014,August,Mercedes-Benz,438,3.8
2014,August,Kia,291,2.5
2014,August,Citroen,232,2
2014,August,Suzuki,193,1.7
2014,August,Subaru,186,1.6
2014,August,Opel,184,1.6
2014,August,Tesla,183,1.6
2014,August,Hyundai,143,1.2
2014,August,Honda,142,1.2
2014,August,Renault,122,1.1
2014,August,MINI,82,0.7
2014,August,Lexus,53,0.5
2014,August,Land Rover,36,0.3
2014,August,Fiat,36,0.3
2014,August,Porsche,29,0.3
2014,August,Chevrolet,26,0.2
2014,August,Jeep,25,0.2
2014,August,Alfa Romeo,15,0.1
2014,August,Dacia,8,0.1
2014,August,Jaguar,5,0
2014,August,Maserati,3,0
2014,August,Smart,2,0
2014,August,Morgan,1,0
2014,September,Volkswagen,1707,14.7
2014,September,Toyota,1463,12.6
2014,September,Volvo,901,7.8
2014,September,Nissan,709,6.1
2014,September,BMW,670,5.8
2014,September,Ford,597,5.2
2014,September,Mazda,593,5.1
2014,September,Peugeot,568,4.9
2014,September,Skoda,554,4.8
2014,September,Mercedes-Benz,500,4.3
2014,September,Mitsubishi,486,4.2
2014,September,Audi,448,3.9
2014,September,Kia,448,3.9
2014,September,Subaru,287,2.5
2014,September,Opel,260,2.2
2014,September,Suzuki,259,2.2
2014,September,Hyundai,211,1.8
2014,September,Honda,191,1.6
2014,September,Citroen,173,1.5
2014,September,Renault,119,1
2014,September,Tesla,104,0.9
2014,September,MINI,98,0.8
2014,September,Lexus,92,0.8
2014,September,Chevrolet,41,0.4
2014,September,Land Rover,26,0.2
2014,September,Porsche,23,0.2
2014,September,Fiat,19,0.2
2014,September,Jeep,17,0.1
2014,September,Alfa Romeo,8,0.1
2014,September,Dacia,7,0.1
2014,September,Jaguar,4,0
2014,September,Iveco,1,0
2014,September,Ssangyong,1,0
2014,October,Volkswagen,2061,15.9
2014,October,Toyota,1451,11.2
2014,October,Volvo,1039,8
2014,October,Nissan,867,6.7
2014,October,Skoda,790,6.1
2014,October,BMW,778,6
2014,October,Ford,691,5.3
2014,October,Mercedes-Benz,622,4.8
2014,October,Audi,606,4.7
2014,October,Peugeot,601,4.6
2014,October,Mazda,525,4
2014,October,Mitsubishi,452,3.5
2014,October,Kia,408,3.1
2014,October,Citroen,347,2.7
2014,October,Suzuki,273,2.1
2014,October,Subaru,262,2
2014,October,Opel,258,2
2014,October,Renault,195,1.5
2014,October,Honda,181,1.4
2014,October,Hyundai,150,1.2
2014,October,Lexus,123,0.9
2014,October,MINI,92,0.7
2014,October,Porsche,42,0.3
2014,October,Tesla,36,0.3
2014,October,Fiat,26,0.2
2014,October,Land Rover,25,0.2
2014,October,Jeep,19,0.1
2014,October,Chevrolet,15,0.1
2014,October,Dacia,11,0.1
2014,October,Alfa Romeo,7,0.1
2014,October,Jaguar,3,0
2014,October,Maserati,3,0
2014,October,Smart,1,0
2014,October,Cadillac,1,0
2014,October,Ferrari,1,0
2014,October,Ssangyong,1,0
2014,November,Volkswagen,1920,16.7
2014,November,Toyota,1241,10.8
2014,November,Volvo,950,8.3
2014,November,BMW,710,6.2
2014,November,Nissan,687,6
2014,November,Mercedes-Benz,639,5.6
2014,November,Skoda,585,5.1
2014,November,Ford,562,4.9
2014,November,Mazda,533,4.6
2014,November,Audi,516,4.5
2014,November,Peugeot,506,4.4
2014,November,Kia,443,3.9
2014,November,Mitsubishi,351,3.1
2014,November,Citroen,215,1.9
2014,November,Subaru,207,1.8
2014,November,Tesla,202,1.8
2014,November,Suzuki,200,1.7
2014,November,Opel,182,1.6
2014,November,Honda,162,1.4
2014,November,Renault,153,1.3
2014,November,Lexus,135,1.2
2014,November,Hyundai,131,1.1
2014,November,MINI,84,0.7
2014,November,Land Rover,53,0.5
2014,November,Porsche,31,0.3
2014,November,Fiat,26,0.2
2014,November,Dacia,24,0.2
2014,November,Jeep,14,0.1
2014,November,Chevrolet,13,0.1
2014,November,Jaguar,4,0
2014,November,Nilsson,4,0
2014,November,Alfa Romeo,2,0
2014,November,Maserati,1,0
2014,December,Volvo,2072,16.4
2014,December,Volkswagen,2019,16
2014,December,Toyota,1055,8.3
2014,December,BMW,804,6.4
2014,December,Mercedes-Benz,762,6
2014,December,Ford,681,5.4
2014,December,Skoda,666,5.3
2014,December,Nissan,634,5
2014,December,Audi,604,4.8
2014,December,Peugeot,527,4.2
2014,December,Kia,359,2.8
2014,December,Mitsubishi,317,2.5
2014,December,Mazda,310,2.5
2014,December,Tesla,267,2.1
2014,December,Subaru,217,1.7
2014,December,Citroen,209,1.7
2014,December,Opel,191,1.5
2014,December,Renault,161,1.3
2014,December,Honda,159,1.3
2014,December,Suzuki,143,1.1
2014,December,Hyundai,133,1.1
2014,December,MINI,70,0.6
2014,December,Lexus,59,0.5
2014,December,Land Rover,59,0.5
2014,December,Chevrolet,54,0.4
2014,December,Porsche,49,0.4
2014,December,Jeep,27,0.2
2014,December,Fiat,26,0.2
2014,December,Dacia,9,0.1
2014,December,Jaguar,2,0
2014,December,Maserati,2,0
2014,December,Alfa Romeo,1,0
2014,December,Nilsson,1,0
2015,January,Volkswagen,2057,19.5
2015,January,Toyota,1372,13
2015,January,Nissan,848,8.1
2015,January,BMW,649,6.2
2015,January,Ford,593,5.6
2015,January,Mercedes-Benz,543,5.2
2015,January,Mitsubishi,502,4.8
2015,January,Skoda,473,4.5
2015,January,Mazda,393,3.7
2015,January,Peugeot,373,3.5
2015,January,Volvo,321,3.1
2015,January,Kia,315,3
2015,January,Audi,302,2.9
2015,January,Suzuki,284,2.7
2015,January,Hyundai,283,2.7
2015,January,Opel,273,2.6
2015,January,Citroen,202,1.9
2015,January,Lexus,137,1.3
2015,January,Renault,127,1.2
2015,January,Honda,118,1.1
2015,January,Subaru,95,0.9
2015,January,Tesla,71,0.7
2015,January,MINI,62,0.6
2015,January,Land Rover,32,0.3
2015,January,Porsche,28,0.3
2015,January,Jeep,25,0.2
2015,January,Fiat,15,0.1
2015,January,Dacia,13,0.1
2015,January,Alfa Romeo,9,0.1
2015,January,Jaguar,8,0.1
2015,Februray,Volkswagen,1895,17.7
2015,Februray,Toyota,1436,13.4
2015,Februray,Nissan,761,7.1
2015,Februray,Ford,666,6.2
2015,Februray,BMW,636,6
2015,Februray,Skoda,539,5
2015,Februray,Mercedes-Benz,537,5
2015,Februray,Audi,474,4.4
2015,Februray,Volvo,438,4.1
2015,Februray,Peugeot,401,3.8
2015,Februray,Mazda,357,3.3
2015,Februray,Tesla,321,3
2015,Februray,Kia,315,2.9
2015,Februray,Mitsubishi,302,2.8
2015,Februray,Suzuki,249,2.3
2015,Februray,Opel,241,2.3
2015,Februray,Subaru,224,2.1
2015,Februray,Honda,163,1.5
2015,Februray,Hyundai,148,1.4
2015,Februray,Renault,147,1.4
2015,Februray,Citroen,112,1
2015,Februray,Lexus,106,1
2015,Februray,MINI,57,0.5
2015,Februray,Land Rover,44,0.4
2015,Februray,Porsche,37,0.3
2015,Februray,Dacia,22,0.2
2015,Februray,Jeep,19,0.2
2015,Februray,Polaris,19,0.2
2015,Februray,Fiat,13,0.1
2015,Februray,Smart,3,0
2015,Februray,Jaguar,2,0
2015,Februray,Alfa Romeo,1,0
2015,March,Volkswagen,2274,16.1
2015,March,Toyota,1509,10.7
2015,March,Tesla,1140,8.1
2015,March,Nissan,1057,7.5
2015,March,Volvo,875,6.2
2015,March,Ford,829,5.9
2015,March,BMW,785,5.5
2015,March,Skoda,679,4.8
2015,March,Audi,598,4.2
2015,March,Peugeot,525,3.7
2015,March,Mercedes-Benz,492,3.5
2015,March,Mazda,390,2.8
2015,March,Kia,376,2.7
2015,March,Mitsubishi,374,2.6
2015,March,Opel,344,2.4
2015,March,Suzuki,311,2.2
2015,March,Renault,296,2.1
2015,March,Subaru,294,2.1
2015,March,Honda,271,1.9
2015,March,Hyundai,202,1.4
2015,March,Citroen,186,1.3
2015,March,Lexus,97,0.7
2015,March,Land Rover,79,0.6
2015,March,MINI,72,0.5
2015,March,Porsche,28,0.2
2015,March,Dacia,23,0.2
2015,March,Fiat,22,0.2
2015,March,Jeep,19,0.1
2015,March,Alfa Romeo,3,0
2015,March,Smart,3,0
2015,March,Chevrolet,2,0
2015,March,Maserati,2,0
2015,March,Jaguar,1,0
2015,March,Ferrari,1,0
2015,April,Volkswagen,2667,20.9
2015,April,Toyota,1274,10
2015,April,BMW,733,5.7
2015,April,Volvo,729,5.7
2015,April,Skoda,725,5.7
2015,April,Audi,665,5.2
2015,April,Mercedes-Benz,646,5.1
2015,April,Ford,634,5
2015,April,Mazda,558,4.4
2015,April,Nissan,543,4.2
2015,April,Peugeot,541,4.2
2015,April,Mitsubishi,418,3.3
2015,April,Subaru,365,2.9
2015,April,Kia,354,2.8
2015,April,Citroen,305,2.4
2015,April,Opel,259,2
2015,April,Tesla,230,1.8
2015,April,Renault,215,1.7
2015,April,Suzuki,214,1.7
2015,April,Hyundai,212,1.7
2015,April,Honda,147,1.2
2015,April,MINI,92,0.7
2015,April,Lexus,73,0.6
2015,April,Land Rover,56,0.4
2015,April,Porsche,39,0.3
2015,April,Fiat,25,0.2
2015,April,Jeep,24,0.2
2015,April,Dacia,17,0.1
2015,April,Smart,6,0
2015,April,Nilsson,5,0
2015,April,Jaguar,4,0
2015,April,Alfa Romeo,3,0
2015,April,Aston Martin,2,0
2015,April,Chevrolet US,1,0
2015,April,Lexus,1,0
2015,May,Volkswagen,2076,17.2
2015,May,Toyota,1159,9.6
2015,May,Volvo,942,7.8
2015,May,Ford,747,6.2
2015,May,BMW,693,5.8
2015,May,Mercedes-Benz,679,5.6
2015,May,Skoda,585,4.9
2015,May,Audi,585,4.9
2015,May,Mitsubishi,577,4.8
2015,May,Nissan,514,4.3
2015,May,Mazda,508,4.2
2015,May,Peugeot,490,4.1
2015,May,Kia,390,3.2
2015,May,Tesla,346,2.9
2015,May,Subaru,319,2.7
2015,May,Opel,275,2.3
2015,May,Suzuki,253,2.1
2015,May,Renault,158,1.3
2015,May,Citroen,153,1.3
2015,May,Honda,143,1.2
2015,May,Hyundai,123,1
2015,May,Lexus,76,0.6
2015,May,MINI,63,0.5
2015,May,Land Rover,51,0.4
2015,May,Fiat,34,0.3
2015,May,Porsche,30,0.2
2015,May,Smart,26,0.2
2015,May,Jeep,24,0.2
2015,May,Jaguar,6,0
2015,May,Dacia,3,0
2015,May,Alfa Romeo,3,0
2015,May,Aston Martin,2,0
2015,May,Chevrolet US,1,0
2015,May,Lancia,1,0
2015,May,Morgan,1,0
2015,June,Volkswagen,2501,17.6
2015,June,Toyota,1409,9.9
2015,June,Volvo,1099,7.7
2015,June,BMW,849,6
2015,June,Nissan,692,4.9
2015,June,Ford,670,4.7
2015,June,Skoda,645,4.5
2015,June,Audi,640,4.5
2015,June,Mitsubishi,640,4.5
2015,June,Mazda,635,4.5
2015,June,Mercedes-Benz,618,4.3
2015,June,Tesla,566,4
2015,June,Renault,496,3.5
2015,June,Peugeot,472,3.3
2015,June,Kia,419,2.9
2015,June,Subaru,316,2.2
2015,June,Opel,290,2
2015,June,Hyundai,237,1.7
2015,June,Honda,234,1.6
2015,June,Suzuki,228,1.6
2015,June,Citroen,198,1.4
2015,June,Lexus,109,0.8
2015,June,MINI,65,0.5
2015,June,Land Rover,44,0.3
2015,June,Porsche,38,0.3
2015,June,Fiat,22,0.2
2015,June,Jeep,19,0.1
2015,June,Jaguar,18,0.1
2015,June,Smart,16,0.1
2015,June,Dacia,14,0.1
2015,June,Alfa Romeo,3,0
2015,June,Nilsson,2,0
2015,June,Lancia,1,0
2015,June,Seat,1,0
2015,June,Ssangyong,1,0
2015,July,Volkswagen,2415,19.5
2015,July,Toyota,1458,11.8
2015,July,Volvo,826,6.7
2015,July,Nissan,759,6.1
2015,July,Audi,754,6.1
2015,July,Mercedes-Benz,695,5.6
2015,July,Ford,642,5.2
2015,July,Skoda,627,5.1
2015,July,BMW,617,5
2015,July,Mazda,598,4.8
2015,July,Peugeot,477,3.8
2015,July,Kia,377,3
2015,July,Subaru,328,2.6
2015,July,Mitsubishi,290,2.3
2015,July,Opel,235,1.9
2015,July,Tesla,222,1.8
2015,July,Suzuki,203,1.6
2015,July,Hyundai,181,1.5
2015,July,Renault,136,1.1
2015,July,Citroen,133,1.1
2015,July,MINI,102,0.8
2015,July,Lexus,99,0.8
2015,July,Honda,89,0.7
2015,July,Porsche,34,0.3
2015,July,Land Rover,25,0.2
2015,July,Jeep,20,0.2
2015,July,Fiat,18,0.1
2015,July,Alfa Romeo,9,0.1
2015,July,Smart,8,0.1
2015,July,Jaguar,8,0.1
2015,July,Dacia,7,0.1
2015,July,Cadillac,1,0
2015,July,Lotus,1,0
2015,August,Volkswagen,2254,17.9
2015,August,Toyota,1461,11.6
2015,August,Ford,866,6.9
2015,August,BMW,860,6.8
2015,August,Nissan,722,5.7
2015,August,Skoda,666,5.3
2015,August,Mercedes-Benz,659,5.2
2015,August,Mazda,620,4.9
2015,August,Audi,541,4.3
2015,August,Peugeot,531,4.2
2015,August,Volvo,518,4.1
2015,August,Kia,505,4
2015,August,Subaru,338,2.7
2015,August,Suzuki,332,2.6
2015,August,Opel,287,2.3
2015,August,Mitsubishi,284,2.3
2015,August,Tesla,220,1.7
2015,August,Hyundai,199,1.6
2015,August,Honda,151,1.2
2015,August,Renault,133,1.1
2015,August,Citroen,115,0.9
2015,August,Lexus,105,0.8
2015,August,MINI,71,0.6
2015,August,Land Rover,44,0.3
2015,August,Porsche,36,0.3
2015,August,Jeep,29,0.2
2015,August,Fiat,22,0.2
2015,August,Jaguar,11,0.1
2015,August,Dacia,10,0.1
2015,August,Smart,7,0.1
2015,August,Alfa Romeo,4,0
2015,August,Maserati,1,0
2015,August,Seat,1,0
2015,August,Ssangyong,1,0
2015,September,Volkswagen,1768,14.2
2015,September,Toyota,1527,12.3
2015,September,Nissan,977,7.9
2015,September,Volvo,827,6.7
2015,September,BMW,777,6.3
2015,September,Mazda,679,5.5
2015,September,Mercedes-Benz,677,5.5
2015,September,Ford,648,5.2
2015,September,Skoda,548,4.4
2015,September,Audi,494,4
2015,September,Peugeot,439,3.5
2015,September,Mitsubishi,437,3.5
2015,September,Kia,384,3.1
2015,September,Suzuki,311,2.5
2015,September,Subaru,301,2.4
2015,September,Hyundai,300,2.4
2015,September,Opel,259,2.1
2015,September,Renault,240,1.9
2015,September,Honda,212,1.7
2015,September,Citroen,149,1.2
2015,September,Tesla,127,1
2015,September,Lexus,92,0.7
2015,September,MINI,82,0.7
2015,September,Land Rover,50,0.4
2015,September,Porsche,28,0.2
2015,September,Fiat,20,0.2
2015,September,Smart,17,0.1
2015,September,Jeep,15,0.1
2015,September,Jaguar,14,0.1
2015,September,Dacia,12,0.1
2015,September,Alfa Romeo,5,0
2015,September,Nilsson,4,0
2015,September,Chevrolet,1,0
2015,October,Volkswagen,2210,16.7
2015,October,Toyota,1443,10.9
2015,October,BMW,1010,7.7
2015,October,Volvo,954,7.2
2015,October,Nissan,759,5.8
2015,October,Skoda,717,5.4
2015,October,Ford,706,5.3
2015,October,Mazda,635,4.8
2015,October,Mitsubishi,614,4.7
2015,October,Mercedes-Benz,566,4.3
2015,October,Audi,549,4.2
2015,October,Peugeot,475,3.6
2015,October,Kia,363,2.8
2015,October,Suzuki,299,2.3
2015,October,Subaru,296,2.2
2015,October,Opel,258,2
2015,October,Renault,253,1.9
2015,October,Citroen,216,1.6
2015,October,Honda,206,1.6
2015,October,Tesla,198,1.5
2015,October,Hyundai,177,1.3
2015,October,Lexus,70,0.5
2015,October,MINI,58,0.4
2015,October,Land Rover,49,0.4
2015,October,Porsche,49,0.4
2015,October,Fiat,17,0.1
2015,October,Jaguar,16,0.1
2015,October,Jeep,14,0.1
2015,October,Dacia,8,0.1
2015,October,Smart,8,0.1
2015,October,Ssangyong,2,0
2015,October,Chevrolet US,1,0
2015,October,Iveco,1,0
2015,November,Volkswagen,2346,18.6
2015,November,Toyota,1102,8.7
2015,November,Volvo,937,7.4
2015,November,BMW,934,7.4
2015,November,Ford,724,5.7
2015,November,Mazda,713,5.7
2015,November,Mercedes-Benz,694,5.5
2015,November,Mitsubishi,679,5.4
2015,November,Skoda,642,5.1
2015,November,Audi,592,4.7
2015,November,Nissan,455,3.6
2015,November,Peugeot,400,3.2
2015,November,Kia,379,3
2015,November,Opel,291,2.3
2015,November,Subaru,232,1.8
2015,November,Honda,230,1.8
2015,November,Tesla,225,1.8
2015,November,Suzuki,220,1.7
2015,November,Hyundai,201,1.6
2015,November,Citroen,191,1.5
2015,November,Renault,171,1.4
2015,November,Lexus,58,0.5
2015,November,MINI,55,0.4
2015,November,Land Rover,53,0.4
2015,November,Porsche,20,0.2
2015,November,Jeep,14,0.1
2015,November,Fiat,12,0.1
2015,November,Smart,9,0.1
2015,November,Jaguar,9,0.1
2015,November,Dacia,5,0
2015,November,Nilsson,4,0
2015,November,Alfa Romeo,3,0
2015,December,Volkswagen,1881,14.4
2015,December,Volvo,1512,11.6
2015,December,BMW,1024,7.8
2015,December,Mercedes-Benz,872,6.7
2015,December,Toyota,866,6.6
2015,December,Ford,737,5.6
2015,December,Mitsubishi,673,5.1
2015,December,Subaru,646,4.9
2015,December,Skoda,644,4.9
2015,December,Mazda,616,4.7
2015,December,Audi,496,3.8
2015,December,Kia,458,3.5
2015,December,Peugeot,418,3.2
2015,December,Tesla,373,2.9
2015,December,Renault,310,2.4
2015,December,Opel,305,2.3
2015,December,Nissan,230,1.8
2015,December,Hyundai,209,1.6
2015,December,Suzuki,183,1.4
2015,December,Honda,163,1.2
2015,December,Citroen,158,1.2
2015,December,Land Rover,75,0.6
2015,December,MINI,62,0.5
2015,December,Lexus,48,0.4
2015,December,Fiat,44,0.3
2015,December,Porsche,18,0.1
2015,December,Jaguar,18,0.1
2015,December,Smart,16,0.1
2015,December,Jeep,11,0.1
2015,December,Dacia,7,0.1
2015,December,Alfa Romeo,3,0
2015,December,Ssangyong,1,0
2015,December,DS,1,0
2016,January,Volkswagen,1743,15.9
2016,January,Toyota,1106,10.1
2016,January,BMW,1089,9.9
2016,January,Ford,752,6.8
2016,January,Nissan,673,6.1
2016,January,Mercedes-Benz,661,6
2016,January,Volvo,643,5.9
2016,January,Mazda,621,5.7
2016,January,Audi,559,5.1
2016,January,Skoda,528,4.8
2016,January,Peugeot,437,4
2016,January,Suzuki,311,2.8
2016,January,Renault,250,2.3
2016,January,Opel,237,2.2
2016,January,Kia,216,2
2016,January,Mitsubishi,199,1.8
2016,January,Citroen,181,1.6
2016,January,Hyundai,147,1.3
2016,January,Lexus,147,1.3
2016,January,Honda,135,1.2
2016,January,Tesla,105,1
2016,January,MINI,67,0.6
2016,January,Porsche,60,0.5
2016,January,Land Rover,35,0.3
2016,January,Subaru,32,0.3
2016,January,Jaguar,19,0.2
2016,January,DS,13,0.1
2016,January,Ssangyong,8,0.1
2016,January,Smart,6,0.1
2016,January,Fiat,5,0
2016,January,Jeep,4,0
2016,January,Dacia,1,0
2016,January,Maserati,1,0
2016,Februray,Volkswagen,2044,16.7
2016,Februray,Toyota,1374,11.2
2016,Februray,BMW,899,7.4
2016,Februray,Nissan,842,6.9
2016,Februray,Ford,754,6.2
2016,Februray,Skoda,753,6.2
2016,Februray,Volvo,732,6
2016,Februray,Mazda,651,5.3
2016,Februray,Mercedes-Benz,625,5.1
2016,Februray,Mitsubishi,607,5
2016,Februray,Audi,531,4.3
2016,Februray,Peugeot,428,3.5
2016,Februray,Kia,389,3.2
2016,Februray,Opel,274,2.2
2016,Februray,Suzuki,269,2.2
2016,Februray,Citroen,164,1.3
2016,Februray,Honda,151,1.2
2016,Februray,Hyundai,121,1
2016,Februray,Tesla,113,0.9
2016,Februray,Renault,111,0.9
2016,Februray,Subaru,99,0.8
2016,Februray,Lexus,95,0.8
2016,Februray,MINI,50,0.4
2016,Februray,Land Rover,40,0.3
2016,Februray,Porsche,34,0.3
2016,Februray,Dacia,21,0.2
2016,Februray,DS,14,0.1
2016,Februray,Smart,11,0.1
2016,Februray,Ssangyong,8,0.1
2016,Februray,Jaguar,5,0
2016,Februray,Fiat,5,0
2016,Februray,Jeep,4,0
2016,Februray,Maserati,2,0
2016,Februray,Alfa Romeo,2,0
2016,Februray,Volkswagen,2236,16.1
2016,Februray,Toyota,1537,11.1
2016,Februray,Nissan,1105,8
2016,Februray,BMW,933,6.7
2016,Februray,Mitsubishi,825,5.9
2016,March,Mercedes-Benz,817,5.9
2016,March,Ford,717,5.2
2016,March,Volvo,687,5
2016,March,Skoda,662,4.8
2016,March,Mazda,550,4
2016,March,Audi,543,3.9
2016,March,Tesla,487,3.5
2016,March,Renault,453,3.3
2016,March,Peugeot,405,2.9
2016,March,Kia,367,2.6
2016,March,Suzuki,292,2.1
2016,March,Opel,279,2
2016,March,Honda,182,1.3
2016,March,Subaru,169,1.2
2016,March,Hyundai,159,1.1
2016,March,Citroen,155,1.1
2016,March,Lexus,74,0.5
2016,March,MINI,55,0.4
